ij,wij
16, 0.215452
17, 0.888799
18, 0.489149
19, 0.750441
20, 0.009635
21, -0.155550
22, -0.830985
23, -1.088362
24, 0.116636
10, -0.162820
11, 0.313912
12, 0.535978
13, -0.152363
14, -0.086790
15, 0.006564
16, 0.214927
17, 0.888134
18, 0.489188
19, 0.750479
20, 0.015138
21, -0.156131
22, -0.831722
23, -1.088319
24, 0.116678
10, -0.170035
11, 0.314511
12, 0.536556
13, -0.152608
14, -0.086836
15, -0.002756
16, 0.215700
17, 0.888880
18, 0.488871
19, 0.750420
20, 0.007244
21, -0.155476
22, -0.831089
23, -1.088588
24, 0.116628
10, -0.165667
11, 0.314749
12, 0.536006
13, -0.152202
14, -0.086385
15, 0.001947
16, 0.215957
17, 0.888288
18, 0.489309
19, 0.750905
20, 0.003602
21, -0.155674
22, -0.830630
23, -1.088927
24, 0.116252
10, -0.159930
11, 0.314937
12, 0.535096
13, -0.152143
14, -0.086171
15, 0.006106
16, 0.216093
17, 0.887628
18, 0.489352
19, 0.751060
20, 0.008905
21, -0.155500
22, -0.831471
23, -1.088873
24, 0.116449
10, -0.162732
11, 0.316472
12, 0.535153
13, -0.152416
14, -0.086290
15, 0.003824
16, 0.217343
17, 0.887674
18, 0.489130
19, 0.750963
20, 0.007107
21, -0.154515
22, -0.831435
23, -1.089047
24, 0.116373
10, -0.163254
11, 0.315085
12, 0.535814
13, -0.152359
14, -0.086016
15, 0.004727
16, 0.219739
17, 0.886532
18, 0.489032
19, 0.750491
20, 0.006508
21, -0.156103
22, -0.830678
23, -1.088982
24, 0.116686
10, -0.151925
11, 0.316695
12, 0.534935
13, -0.152290
14, -0.085991
15, 0.017477
16, 0.221551
17, 0.885543
18, 0.489109
19, 0.750518
20, 0.019000
21, -0.154328
22, -0.831647
23, -1.088907
24, 0.116714
10, -0.167426
11, 0.315360
12, 0.537995
13, -0.152609
14, -0.086137
15, 0.000447
16, 0.220084
17, 0.888904
18, 0.488759
19, 0.750358
20, 0.001997
21, -0.155793
22, -0.828291
23, -1.089257
24, 0.116554
10, -0.163818
11, 0.319027
12, 0.535275
13, -0.152539
14, -0.086488
15, -0.002477
16, 0.217111
17, 0.891109
18, 0.488702
19, 0.750642
20, 0.003766
21, -0.153994
22, -0.829625
23, -1.089222
24, 0.116381
10, -0.160408
11, 0.318635
12, 0.535063
13, -0.152419
14, -0.086386
15, 0.001040
16, 0.216707
17, 0.890891
18, 0.488827
19, 0.750748
20, 0.007146
21, -0.154382
22, -0.829835
23, -1.089103
24, 0.116482
10, -0.166565
11, 0.319259
12, 0.537492
13, -0.152476
14, -0.086462
15, -0.007090
16, 0.217530
17, 0.894098
18, 0.488751
19, 0.750647
20, -0.002604
21, -0.153395
22, -0.825989
23, -1.089193
24, 0.116362
10, -0.166449
11, 0.319910
12, 0.537121
13, -0.152544
14, -0.086621
15, -0.007127
16, 0.217322
17, 0.894216
18, 0.488773
19, 0.750698
20, -0.002609
21, -0.153424
22, -0.825973
23, -1.089190
24, 0.116369
10, -0.157983
11, 0.320593
12, 0.537014
13, -0.151947
14, -0.086569
15, 0.001781
16, 0.218041
17, 0.894103
18, 0.489401
19, 0.750753
20, 0.003203
21, -0.152955
22, -0.826046
23, -1.088780
24, 0.116405
10, -0.161483
11, 0.322606
12, 0.537736
13, -0.152001
14, -0.086920
15, -0.000260
16, 0.219215
17, 0.894524
18, 0.489370
19, 0.750548
20, 0.000328
21, -0.151301
22, -0.825453
23, -1.088825
24, 0.116116
10, -0.148670
11, 0.326562
12, 0.531559
13, -0.150474
14, -0.086338
15, 0.018469
16, 0.224996
17, 0.885495
18, 0.491602
19, 0.751400
20, 0.011615
21, -0.147817
22, -0.830894
23, -1.087480
24, 0.116629
10, -0.144430
11, 0.326086
12, 0.531494
13, -0.150126
14, -0.086105
15, 0.021471
16, 0.224659
17, 0.885449
18, 0.491848
19, 0.751565
20, 0.013945
21, -0.148079
22, -0.830930
23, -1.087289
24, 0.116757
10, -0.158271
11, 0.325116
12, 0.533951
13, -0.150387
14, -0.086168
15, 0.002256
16, 0.223314
17, 0.888860
18, 0.491486
19, 0.751477
20, -0.004238
21, -0.149352
22, -0.827702
23, -1.087632
24, 0.116675
10, -0.142898
11, 0.329285
12, 0.525866
13, -0.148616
14, -0.085191
15, 0.009066
16, 0.225160
17, 0.885278
18, 0.492271
19, 0.751910
20, 0.003418
21, -0.147276
22, -0.831729
23, -1.086749
24, 0.117161
10, -0.137817
11, 0.328920
12, 0.525370
13, -0.148556
14, -0.084759
15, 0.011697
16, 0.224971
17, 0.885022
18, 0.492301
19, 0.752134
20, 0.007176
21, -0.147546
22, -0.832095
23, -1.086705
24, 0.117481
10, -0.154322
11, 0.326571
12, 0.534728
13, -0.148637
14, -0.084940
15, -0.007615
16, 0.222222
17, 0.895971
18, 0.492207
19, 0.751922
20, -0.020057
21, -0.151423
22, -0.816655
23, -1.086838
24, 0.117182
10, -0.150189
11, 0.329500
12, 0.532090
13, -0.148390
14, -0.085161
15, -0.004402
16, 0.224500
17, 0.893920
18, 0.492399
19, 0.751750
20, -0.020754
21, -0.151917
22, -0.816210
23, -1.086880
24, 0.117219
10, -0.140497
11, 0.330159
12, 0.532004
13, -0.147600
14, -0.085091
15, 0.004848
16, 0.225128
17, 0.893838
18, 0.493154
19, 0.751817
20, -0.015020
21, -0.151527
22, -0.816260
23, -1.086412
24, 0.117260
10, -0.146622
11, 0.331130
12, 0.532772
13, -0.147798
14, -0.085207
15, -0.001272
16, 0.226100
17, 0.894605
18, 0.492955
19, 0.751701
20, -0.020986
21, -0.150580
22, -0.815512
23, -1.086605
24, 0.117147
10, -0.145435
11, 0.330973
12, 0.532498
13, -0.147631
14, -0.085027
15, 0.001426
16, 0.225742
17, 0.893984
18, 0.493335
19, 0.752110
20, -0.022494
21, -0.150380
22, -0.815165
23, -1.086818
24, 0.116918
10, -0.141074
11, 0.330645
12, 0.532332
13, -0.147373
14, -0.084790
15, 0.004605
16, 0.225503
17, 0.893863
18, 0.493523
19, 0.752283
20, -0.019638
21, -0.150595
22, -0.815274
23, -1.086649
24, 0.117074
10, -0.143750
11, 0.332142
12, 0.532493
13, -0.147545
14, -0.084838
15, 0.001413
16, 0.227288
17, 0.894054
18, 0.493319
19, 0.752226
20, -0.022394
21, -0.149054
22, -0.815109
23, -1.086826
24, 0.117024
10, -0.139750
11, 0.332773
12, 0.530774
13, -0.146980
14, -0.084472
15, 0.005776
16, 0.227976
17, 0.892179
18, 0.493934
19, 0.752624
20, -0.021984
21, -0.148989
22, -0.815285
23, -1.086768
24, 0.117062
10, -0.127374
11, 0.334300
12, 0.530016
13, -0.146877
14, -0.084436
15, 0.018389
16, 0.229533
17, 0.891407
18, 0.494040
19, 0.752662
20, -0.009796
21, -0.147485
22, -0.816031
23, -1.086666
24, 0.117098
10, -0.138959
11, 0.333569
12, 0.532521
13, -0.147094
14, -0.084489
15, 0.000325
16, 0.228394
17, 0.895312
18, 0.493702
19, 0.752579
20, -0.027287
21, -0.148588
22, -0.812250
23, -1.086993
24, 0.117018
10, -0.133119
11, 0.335320
12, 0.529118
13, -0.146593
14, -0.084142
15, 0.008820
16, 0.230940
17, 0.890362
18, 0.494429
19, 0.753083
20, -0.009583
21, -0.143282
22, -0.822565
23, -1.085477
24, 0.118069
10, -0.128362
11, 0.335449
12, 0.528388
13, -0.146527
14, -0.084095
15, 0.015130
16, 0.231112
17, 0.889394
18, 0.494518
19, 0.753145
20, -0.002967
21, -0.143101
22, -0.823580
23, -1.085384
24, 0.118134
10, -0.147299
11, 0.332905
12, 0.531388
13, -0.147248
14, -0.084170
15, -0.016559
16, 0.226855
17, 0.894415
18, 0.493310
19, 0.753020
20, -0.029259
21, -0.146634
22, -0.819415
23, -1.086386
24, 0.118030
10, -0.148052
11, 0.331171
12, 0.532293
13, -0.147170
14, -0.083864
15, -0.015440
16, 0.229433
17, 0.893070
18, 0.493194
19, 0.752566
20, -0.029902
21, -0.148114
22, -0.818642
23, -1.086319
24, 0.118292
10, -0.138604
11, 0.331849
12, 0.532166
13, -0.146385
14, -0.083741
15, -0.007404
16, 0.230010
17, 0.892961
18, 0.493861
19, 0.752670
20, -0.024721
21, -0.147742
22, -0.818712
23, -1.085889
24, 0.118359
10, -0.146969
11, 0.332713
12, 0.534653
13, -0.146489
14, -0.084227
15, -0.012120
16, 0.230497
17, 0.894363
18, 0.493803
19, 0.752396
20, -0.031576
21, -0.147034
22, -0.816674
23, -1.085974
24, 0.117961
10, -0.127384
11, 0.338696
12, 0.525146
13, -0.144309
14, -0.083266
15, 0.008703
16, 0.236858
17, 0.884256
18, 0.496121
19, 0.753418
20, -0.016109
21, -0.142309
22, -0.824182
23, -1.084252
24, 0.118720
10, -0.126004
11, 0.337667
12, 0.525405
13, -0.144212
14, -0.083157
15, 0.010340
16, 0.235637
17, 0.884562
18, 0.496235
19, 0.753547
20, -0.014436
21, -0.143557
22, -0.823868
23, -1.084135
24, 0.118851
10, -0.132529
11, 0.338593
12, 0.525721
13, -0.144449
14, -0.083264
15, 0.004719
16, 0.236435
17, 0.884835
18, 0.496031
19, 0.753455
20, -0.019505
21, -0.142837
22, -0.823623
23, -1.084319
24, 0.118768
10, -0.122434
11, 0.344647
12, 0.518230
13, -0.143868
14, -0.083452
15, 0.007497
16, 0.238101
17, 0.882774
18, 0.496191
19, 0.753403
20, -0.010911
21, -0.137684
22, -0.829999
23, -1.083825
24, 0.118609
10, -0.120841
11, 0.343750
12, 0.518305
13, -0.143658
14, -0.083366
15, 0.009366
16, 0.237048
17, 0.882861
18, 0.496437
19, 0.753503
20, -0.009409
21, -0.138530
22, -0.829929
23, -1.083627
24, 0.118689
10, -0.123309
11, 0.345439
12, 0.518646
13, -0.143706
14, -0.083460
15, 0.007168
16, 0.238553
17, 0.883165
18, 0.496394
19, 0.753420
20, -0.011952
21, -0.136790
22, -0.829578
23, -1.083676
24, 0.118593
10, -0.121500
11, 0.345015
12, 0.518165
13, -0.143453
14, -0.083081
15, 0.005605
16, 0.238919
17, 0.883580
18, 0.496176
19, 0.753093
20, -0.009868
21, -0.137278
22, -0.830131
23, -1.083385
24, 0.119029
10, -0.118095
11, 0.344765
12, 0.517856
13, -0.143340
14, -0.083043
15, 0.010673
16, 0.238547
17, 0.883120
18, 0.496345
19, 0.753150
20, -0.005210
21, -0.137620
22, -0.830554
23, -1.083230
24, 0.119081
10, -0.140224
11, 0.342134
12, 0.519329
13, -0.144945
14, -0.083095
15, -0.030808
16, 0.233616
17, 0.885880
18, 0.493337
19, 0.753053
20, -0.032413
21, -0.140854
22, -0.828744
23, -1.085202
24, 0.119018
10, -0.136904
11, 0.345070
12, 0.518537
13, -0.144930
14, -0.083506
15, -0.027602
16, 0.236450
17, 0.885115
18, 0.493350
19, 0.752657
20, -0.035990
21, -0.144016
22, -0.827890
23, -1.085217
24, 0.119460
10, -0.134120
11, 0.344799
12, 0.518257
13, -0.144782
14, -0.083445
15, -0.023490
16, 0.236050
17, 0.884703
18, 0.493569
19, 0.752747
20, -0.032275
21, -0.144377
22, -0.828263
23, -1.085019
24, 0.119542
10, -0.139685
11, 0.345474
12, 0.519258
13, -0.145108
14, -0.083533
15, -0.030784
16, 0.236934
17, 0.886014
18, 0.493142
19, 0.752631
20, -0.038685
21, -0.143600
22, -0.827111
23, -1.085395
24, 0.119440
10, -0.133294
11, 0.349402
12, 0.514878
13, -0.144813
14, -0.083541
15, -0.027017
16, 0.239250
17, 0.883432
18, 0.493316
19, 0.752626
20, -0.024215
21, -0.134706
22, -0.837029
23, -1.084727
24, 0.119421
10, -0.131538
11, 0.348438
12, 0.515017
13, -0.144601
14, -0.083087
15, -0.026072
16, 0.238732
17, 0.883507
18, 0.493430
19, 0.752870
20, -0.023277
21, -0.135221
22, -0.836954
23, -1.084614
24, 0.119664
10, -0.126709
11, 0.351456
12, 0.513583
13, -0.144621
14, -0.083217
15, -0.022629
16, 0.240883
17, 0.882484
18, 0.493416
19, 0.752778
20, -0.019200
21, -0.132674
22, -0.838165
23, -1.084631
24, 0.119555
10, -0.119843
11, 0.355790
12, 0.511678
13, -0.144351
14, -0.083487
15, -0.014423
16, 0.246063
17, 0.880207
18, 0.493739
19, 0.752455
20, -0.022476
21, -0.134741
22, -0.837256
23, -1.084760
24, 0.119684
10, -0.113539
11, 0.355889
12, 0.511067
13, -0.144228
14, -0.083271
15, -0.009982
16, 0.246133
17, 0.879777
18, 0.493826
19, 0.752607
20, -0.017652
21, -0.134665
22, -0.837723
23, -1.084666
24, 0.119849
10, -0.121999
11, 0.356356
12, 0.511863
13, -0.144837
14, -0.083462
15, -0.017813
16, 0.246565
17, 0.880514
18, 0.493262
19, 0.752430
20, -0.024036
21, -0.134312
22, -0.837122
23, -1.085125
24, 0.119705
10, -0.121996
11, 0.356360
12, 0.511860
13, -0.144837
14, -0.083463
15, -0.016136
16, 0.248596
17, 0.878977
18, 0.493208
19, 0.752147
20, -0.024143
21, -0.134441
22, -0.837025
23, -1.085122
24, 0.119723
10, -0.121131
11, 0.355242
12, 0.512396
13, -0.144779
14, -0.083352
15, -0.015173
16, 0.247352
17, 0.879573
18, 0.493272
19, 0.752270
20, -0.023068
21, -0.135829
22, -0.836360
23, -1.085050
24, 0.119860
10, -0.106853
11, 0.357590
12, 0.512046
13, -0.144587
14, -0.083362
15, -0.001256
16, 0.249641
17, 0.879231
18, 0.493460
19, 0.752261
20, -0.012716
21, -0.134127
22, -0.836614
23, -1.084910
24, 0.119853
10, -0.099293
11, 0.362812
12, 0.507388
13, -0.144284
14, -0.083787
15, 0.002162
16, 0.252002
17, 0.877126
18, 0.493596
19, 0.752069
20, -0.011784
21, -0.133484
22, -0.837187
23, -1.084873
24, 0.119800
10, -0.099346
11, 0.361387
12, 0.508565
13, -0.144261
14, -0.083715
15, 0.002097
16, 0.250233
17, 0.878587
18, 0.493625
19, 0.752158
20, -0.011863
21, -0.135623
22, -0.835420
23, -1.084838
24, 0.119909
10, -0.112724
11, 0.361279
12, 0.508853
13, -0.145765
14, -0.083809
15, -0.013107
16, 0.250110
17, 0.878914
18, 0.491915
19, 0.752052
20, -0.020833
21, -0.135696
22, -0.835227
23, -1.085847
24, 0.119846
10, -0.105395
11, 0.366095
12, 0.506223
13, -0.145497
14, -0.084201
15, -0.006873
16, 0.254206
17, 0.876678
18, 0.492144
19, 0.751718
20, -0.022354
21, -0.136695
22, -0.834681
23, -1.085903
24, 0.119927
10, -0.106635
11, 0.364562
12, 0.506796
13, -0.145379
14, -0.084121
15, -0.008402
16, 0.252315
17, 0.877383
18, 0.492289
19, 0.751816
20, -0.023639
21, -0.138284
22, -0.834088
23, -1.085781
24, 0.120010
10, -0.102987
11, 0.366904
12, 0.505970
13, -0.145420
14, -0.084143
15, -0.003040
16, 0.255758
17, 0.876170
18, 0.492229
19, 0.751784
20, -0.018734
21, -0.135135
22, -0.835198
23, -1.085835
24, 0.119980
10, -0.099326
11, 0.366585
12, 0.504420
13, -0.144820
14, -0.083518
15, -0.005544
16, 0.255976
17, 0.877230
18, 0.491819
19, 0.751357
20, -0.017947
21, -0.135204
22, -0.835532
23, -1.085706
24, 0.120115
10, -0.104314
11, 0.363986
12, 0.505946
13, -0.144754
14, -0.083231
15, -0.009085
16, 0.254131
17, 0.878313
18, 0.491866
19, 0.751561
20, -0.021443
21, -0.137025
22, -0.834462
23, -1.085660
24, 0.120316
10, -0.105688
11, 0.365016
12, 0.505960
13, -0.145405
14, -0.083349
15, -0.010233
16, 0.254991
17, 0.878325
18, 0.491321
19, 0.751462
20, -0.022173
21, -0.136478
22, -0.834454
23, -1.086006
24, 0.120253
10, -0.101241
11, 0.367968
12, 0.502613
13, -0.145188
14, -0.083454
15, -0.003785
16, 0.259272
17, 0.873472
18, 0.491636
19, 0.751310
20, -0.015200
21, -0.131849
22, -0.839703
23, -1.085665
24, 0.120089
10, -0.100406
11, 0.367033
12, 0.502917
13, -0.145105
14, -0.083392
15, -0.002755
16, 0.258118
17, 0.873847
18, 0.491739
19, 0.751387
20, -0.014217
21, -0.132950
22, -0.839345
23, -1.085567
24, 0.120162
10, -0.103426
11, 0.367905
12, 0.502992
13, -0.145746
14, -0.083428
15, -0.006714
16, 0.259261
17, 0.873945
18, 0.490898
19, 0.751339
20, -0.016704
21, -0.132232
22, -0.839283
23, -1.086095
24, 0.120132
10, -0.102212
11, 0.367739
12, 0.502668
13, -0.145579
14, -0.083194
15, -0.009513
16, 0.259643
17, 0.874693
18, 0.490514
19, 0.750800
20, -0.014717
21, -0.132503
22, -0.839814
23, -1.085822
24, 0.120515
10, -0.095625
11, 0.367938
12, 0.502325
13, -0.145419
14, -0.083165
15, -0.001499
16, 0.259886
17, 0.874276
18, 0.490708
19, 0.750836
20, -0.008000
21, -0.132301
22, -0.840163
23, -1.085659
24, 0.120545
10, -0.106165
11, 0.368147
12, 0.502419
13, -0.147105
14, -0.083228
15, -0.013611
16, 0.260126
17, 0.874384
18, 0.488771
19, 0.750763
20, -0.014204
21, -0.132177
22, -0.840108
23, -1.086651
24, 0.120508
10, -0.088061
11, 0.373439
12, 0.496574
13, -0.145035
14, -0.082113
15, 0.002369
16, 0.264797
17, 0.869224
18, 0.490599
19, 0.751747
20, -0.014462
21, -0.132253
22, -0.840025
23, -1.086681
24, 0.120492
10, -0.090229
11, 0.371886
12, 0.497455
13, -0.144924
14, -0.081734
15, 0.001094
16, 0.263884
17, 0.869743
18, 0.490664
19, 0.751970
20, -0.015815
21, -0.133222
22, -0.839474
23, -1.086612
24, 0.120729
10, -0.096649
11, 0.372723
12, 0.500404
13, -0.145003
14, -0.081926
15, -0.004936
16, 0.264670
17, 0.872513
18, 0.490590
19, 0.751790
20, -0.023687
21, -0.132196
22, -0.835858
23, -1.086708
24, 0.120493
10, -0.105386
11, 0.370478
12, 0.504954
13, -0.146059
14, -0.082647
15, 0.000525
16, 0.266073
17, 0.869669
18, 0.491250
19, 0.752240
20, -0.015774
21, -0.130163
22, -0.839979
23, -1.085752
24, 0.121146
10, -0.103154
11, 0.369823
12, 0.504997
13, -0.146003
14, -0.082561
15, 0.003143
16, 0.265305
17, 0.869719
18, 0.491315
19, 0.752340
20, -0.012864
21, -0.131017
22, -0.839923
23, -1.085679
24, 0.121257
10, -0.114214
11, 0.369324
12, 0.507519
13, -0.146482
14, -0.082668
15, -0.012557
16, 0.264596
17, 0.873300
18, 0.490636
19, 0.752189
20, -0.026622
21, -0.131638
22, -0.836785
23, -1.086275
24, 0.121125
10, -0.113202
11, 0.369433
12, 0.507002
13, -0.146330
14, -0.082530
15, -0.012837
16, 0.264566
17, 0.873442
18, 0.490594
19, 0.752151
20, -0.024464
21, -0.131405
22, -0.837888
23, -1.085952
24, 0.121418
10, -0.103052
11, 0.369886
12, 0.506808
13, -0.145820
14, -0.082483
15, -0.002191
16, 0.265041
17, 0.873239
18, 0.491129
19, 0.752201
20, -0.017041
21, -0.131074
22, -0.838030
23, -1.085579
24, 0.121452
10, -0.119638
11, 0.369298
12, 0.507610
13, -0.147349
14, -0.082676
15, -0.019269
16, 0.264435
17, 0.874064
18, 0.489555
19, 0.752002
20, -0.028153
21, -0.131468
22, -0.837493
23, -1.086603
24, 0.121323
10, -0.116778
11, 0.369784
12, 0.506649
13, -0.147006
14, -0.082391
15, -0.013556
16, 0.265407
17, 0.872144
18, 0.490240
19, 0.752572
20, -0.030950
21, -0.131944
22, -0.836553
23, -1.086938
24, 0.121044
10, -0.111957
11, 0.369936
12, 0.505711
13, -0.146925
14, -0.082320
15, -0.007646
16, 0.265593
17, 0.870994
18, 0.490340
19, 0.752659
20, -0.024724
21, -0.131748
22, -0.837764
23, -1.086834
24, 0.121134
10, -0.104775
11, 0.373159
12, 0.501216
13, -0.146927
14, -0.082470
15, -0.003061
16, 0.267651
17, 0.868124
18, 0.490338
19, 0.752563
20, -0.017381
21, -0.128452
22, -0.842361
23, -1.086836
24, 0.120981
10, -0.106398
11, 0.373017
12, 0.501832
13, -0.147123
14, -0.082643
15, 0.002393
16, 0.268129
17, 0.866054
18, 0.490995
19, 0.753142
20, -0.019134
21, -0.128606
22, -0.841695
23, -1.087047
24, 0.120795
10, -0.094789
11, 0.373662
12, 0.501075
13, -0.146982
14, -0.082602
15, 0.014302
16, 0.268791
17, 0.865278
18, 0.491140
19, 0.753184
20, -0.008373
21, -0.128007
22, -0.842397
23, -1.086917
24, 0.120833
10, -0.094187
11, 0.375285
12, 0.500714
13, -0.147013
14, -0.082702
15, 0.014808
16, 0.270156
17, 0.864974
18, 0.491114
19, 0.753100
20, -0.007765
21, -0.126368
22, -0.842761
23, -1.086948
24, 0.120732
10, -0.091258
11, 0.377393
12, 0.498403
13, -0.146907
14, -0.082844
15, 0.017829
16, 0.272330
17, 0.862590
18, 0.491223
19, 0.752953
20, -0.003466
21, -0.123273
22, -0.846154
23, -1.086793
24, 0.120524
10, -0.089978
11, 0.376836
12, 0.498431
13, -0.146389
14, -0.082750
15, 0.019028
16, 0.271809
17, 0.862617
18, 0.491708
19, 0.753042
20, -0.002747
21, -0.123585
22, -0.846139
23, -1.086502
24, 0.120576
10, -0.107724
11, 0.376634
12, 0.499525
13, -0.147231
14, -0.083114
15, 0.006493
16, 0.271666
17, 0.863390
18, 0.491113
19, 0.752784
20, -0.013147
21, -0.123704
22, -0.845497
23, -1.086996
24, 0.120363
10, -0.102614
11, 0.377469
12, 0.497831
13, -0.146900
14, -0.082531
15, 0.000961
16, 0.270761
17, 0.865224
18, 0.490754
19, 0.752154
20, -0.005320
21, -0.122424
22, -0.848093
23, -1.086488
24, 0.121255
10, -0.103605
11, 0.375540
12, 0.500148
13, -0.146895
14, -0.082414
15, -0.000207
16, 0.268486
17, 0.867957
18, 0.490761
19, 0.752292
20, -0.007234
21, -0.126150
22, -0.843617
23, -1.086478
24, 0.121482
10, -0.110400
11, 0.376331
12, 0.504331
13, -0.146916
14, -0.082630
15, -0.006481
16, 0.269217
17, 0.871818
18, 0.490741
19, 0.752093
20, -0.017761
21, -0.124925
22, -0.837137
23, -1.086511
24, 0.121148
10, -0.107396
11, 0.378520
12, 0.502044
13, -0.146805
14, -0.082745
15, -0.004963
16, 0.270322
17, 0.870664
18, 0.490797
19, 0.752034
20, -0.012042
21, -0.120758
22, -0.841489
23, -1.086300
24, 0.120928
10, -0.100960
11, 0.378742
12, 0.501303
13, -0.146696
14, -0.082693
15, 0.002386
16, 0.270575
17, 0.869817
18, 0.490922
19, 0.752094
20, -0.005032
21, -0.120517
22, -0.842296
23, -1.086181
24, 0.120985
10, -0.101410
11, 0.379810
12, 0.501309
13, -0.146941
14, -0.082732
15, 0.001843
16, 0.271861
17, 0.869824
18, 0.490627
19, 0.752047
20, -0.005452
21, -0.119519
22, -0.842291
23, -1.086410
24, 0.120949
10, -0.074580
11, 0.388499
12, 0.484451
13, -0.144756
14, -0.081158
15, 0.017039
16, 0.276783
17, 0.860276
18, 0.491864
19, 0.752939
20, 0.019315
21, -0.111498
22, -0.857853
23, -1.084393
24, 0.122401
10, -0.073855
11, 0.387874
12, 0.484540
13, -0.144407
14, -0.081075
15, 0.017754
16, 0.276166
17, 0.860364
18, 0.492209
19, 0.753021
20, 0.019813
21, -0.111928
22, -0.857792
23, -1.084153
24, 0.122459
10, -0.089255
11, 0.387334
12, 0.491352
13, -0.144500
14, -0.081179
15, 0.000023
16, 0.275545
17, 0.868208
18, 0.492102
19, 0.752901
20, -0.001112
21, -0.112661
22, -0.848535
23, -1.084280
24, 0.122317
10, -0.093483
11, 0.387244
12, 0.493508
13, -0.145226
14, -0.081753
15, 0.003384
16, 0.275617
17, 0.866494
18, 0.492679
19, 0.753357
20, -0.000414
21, -0.112646
22, -0.848892
23, -1.084159
24, 0.122412
10, -0.091234
11, 0.386545
12, 0.493738
13, -0.145108
14, -0.081344
15, 0.004664
16, 0.275219
17, 0.866624
18, 0.492746
19, 0.753590
20, 0.001084
21, -0.113111
22, -0.848739
23, -1.084081
24, 0.122684
10, -0.099738
11, 0.387112
12, 0.496453
13, -0.145203
14, -0.081558
15, -0.002069
16, 0.275668
17, 0.868774
18, 0.492671
19, 0.753421
20, -0.007221
21, -0.112558
22, -0.846088
23, -1.084174
24, 0.122476
10, -0.089370
11, 0.389186
12, 0.492062
13, -0.143749
14, -0.080582
15, 0.002780
16, 0.276638
17, 0.866721
18, 0.493351
19, 0.753877
20, -0.007159
21, -0.112545
22, -0.846114
23, -1.084165
24, 0.122482
10, -0.085568
11, 0.388573
12, 0.492074
13, -0.143735
14, -0.080200
15, 0.004968
16, 0.276285
17, 0.866727
18, 0.493359
19, 0.754097
20, -0.003274
21, -0.113172
22, -0.846102
23, -1.084150
24, 0.122872
10, -0.118165
11, 0.385785
12, 0.500565
13, -0.144630
14, -0.081080
15, -0.016121
16, 0.274481
17, 0.872221
18, 0.492780
19, 0.753528
20, -0.026596
21, -0.115166
22, -0.840027
23, -1.084791
24, 0.122242
10, -0.105117
11, 0.389564
12, 0.493040
13, -0.143048
14, -0.080116
15, -0.006279
16, 0.277332
17, 0.866545
18, 0.493973
19, 0.754255
20, -0.017769
21, -0.112610
22, -0.845118
23, -1.083721
24, 0.122895
10, -0.103363
11, 0.388732
12, 0.493500
13, -0.143002
14, -0.079933
15, -0.004554
16, 0.276513
17, 0.866997
18, 0.494018
19, 0.754435
20, -0.015429
21, -0.113720
22, -0.844504
23, -1.083659
24, 0.123139
10, -0.113385
11, 0.388867
12, 0.493872
13, -0.143861
14, -0.079976
15, -0.017504
16, 0.276688
17, 0.867479
18, 0.492909
19, 0.754380
20, -0.024185
21, -0.113602
22, -0.844178
23, -1.084410
24, 0.123101
10, -0.112525
11, 0.388556
12, 0.493567
13, -0.143641
14, -0.079753
15, -0.017011
16, 0.276510
17, 0.867304
18, 0.493035
19, 0.754507
20, -0.024182
21, -0.113603
22, -0.844180
23, -1.084409
24, 0.123102
10, -0.100307
11, 0.389465
12, 0.491478
13, -0.143534
14, -0.079675
15, -0.005456
16, 0.277370
17, 0.865329
18, 0.493136
19, 0.754581
20, -0.012126
21, -0.112706
22, -0.846240
23, -1.084303
24, 0.123179
10, -0.106643
11, 0.390393
12, 0.494926
13, -0.143569
14, -0.079933
15, -0.010188
16, 0.278062
17, 0.867904
18, 0.493110
19, 0.754388
20, -0.019409
21, -0.111640
22, -0.842277
23, -1.084343
24, 0.122883
10, -0.105865
11, 0.390420
12, 0.494618
13, -0.143446
14, -0.079831
15, -0.006231
16, 0.278202
17, 0.866333
18, 0.493736
19, 0.754905
20, -0.020267
21, -0.111670
22, -0.841936
23, -1.084479
24, 0.122771
10, -0.101918
11, 0.390392
12, 0.494336
13, -0.143126
14, -0.079804
15, 0.000617
16, 0.278153
17, 0.865845
18, 0.494291
19, 0.754952
20, -0.015318
21, -0.111706
22, -0.842290
23, -1.084078
24, 0.122805
10, -0.112178
11, 0.390394
12, 0.499613
13, -0.143234
14, -0.080012
15, -0.009504
16, 0.278155
17, 0.871051
18, 0.494184
19, 0.754746
20, -0.028468
21, -0.111703
22, -0.835525
23, -1.084217
24, 0.122538
10, -0.104326
11, 0.392051
12, 0.495346
13, -0.142125
14, -0.079245
15, -0.005505
16, 0.278999
17, 0.868877
18, 0.494749
19, 0.755137
20, -0.025643
21, -0.111107
22, -0.837061
23, -1.083818
24, 0.122814
10, -0.101758
11, 0.391727
12, 0.495206
13, -0.141818
14, -0.079198
15, -0.001336
16, 0.278474
17, 0.868650
18, 0.495248
19, 0.755214
20, -0.022589
21, -0.111492
22, -0.837227
23, -1.083453
24, 0.122870
10, -0.117672
11, 0.391059
12, 0.499754
13, -0.142233
14, -0.079525
15, -0.015084
16, 0.277896
17, 0.872579
18, 0.494889
19, 0.754931
20, -0.037369
21, -0.112112
22, -0.833003
23, -1.083839
24, 0.122566
