jk,wjk
10, 0.418608
11, -0.454941
12, 1.231004
13, -0.889028
14, 1.373664
15, -0.935493
1, 0.107124
2, -2.125921
3, 1.645076
4, -0.212340
5, 0.679034
6, 0.147649
7, -1.293844
8, -0.332276
9, -0.266649
10, 0.409247
11, -0.445209
12, 1.229876
13, -0.896402
14, 1.381331
15, -0.936382
1, 0.110971
2, -2.125829
3, 1.644358
4, -0.210660
5, 0.679075
6, 0.147335
7, -1.293540
8, -0.332268
9, -0.266706
10, 0.413845
11, -0.445098
12, 1.229017
13, -0.895760
14, 1.381347
15, -0.936502
1, 0.111358
2, -2.127255
3, 1.643714
4, -0.209808
5, 0.675931
6, 0.145917
7, -1.292353
8, -0.336645
9, -0.268680
10, 0.414069
11, -0.445925
12, 1.228645
13, -0.894595
14, 1.377048
15, -0.938441
1, 0.104691
2, -2.121517
3, 1.644202
4, -0.216328
5, 0.681542
6, 0.146393
7, -1.298340
8, -0.331492
9, -0.268243
10, 0.407205
11, -0.440017
12, 1.229146
13, -0.900252
14, 1.381917
15, -0.938028
1, 0.109190
2, -2.122303
3, 1.643641
4, -0.214011
5, 0.681138
6, 0.146105
7, -1.297477
8, -0.331643
9, -0.268350
10, 0.413278
11, -0.441077
12, 1.228390
13, -0.899198
14, 1.381733
15, -0.938159
1, 0.109788
2, -2.122924
3, 1.642222
4, -0.213098
5, 0.680190
6, 0.143938
7, -1.296286
8, -0.332879
9, -0.271177
10, 0.413353
11, -0.441156
12, 1.228211
13, -0.897669
14, 1.380145
15, -0.941788
1, 0.104092
2, -2.122478
3, 1.644901
4, -0.217851
5, 0.680562
6, 0.146173
7, -1.300367
8, -0.332560
9, -0.269258
10, 0.408340
11, -0.440763
12, 1.230569
13, -0.903673
14, 1.380615
15, -0.938964
1, 0.108029
2, -2.123141
3, 1.644211
4, -0.215964
5, 0.680244
6, 0.145842
7, -1.300134
8, -0.332599
9, -0.269298
10, 0.412667
11, -0.441492
12, 1.229810
13, -0.903321
14, 1.380556
15, -0.939025
1, 0.108589
2, -2.124344
3, 1.643202
4, -0.215114
5, 0.678419
6, 0.144311
7, -1.298915
8, -0.335218
9, -0.271494
10, 0.412750
11, -0.441672
12, 1.229660
13, -0.901826
14, 1.377346
15, -0.941717
1, 0.101852
2, -2.115725
3, 1.642562
4, -0.223078
5, 0.688607
6, 0.143555
7, -1.306961
8, -0.324923
9, -0.272259
10, 0.404469
11, -0.431077
12, 1.228873
13, -0.906117
14, 1.382836
15, -0.942125
1, 0.107436
2, -2.117949
3, 1.642217
4, -0.218861
5, 0.686928
6, 0.143294
7, -1.303385
8, -0.326348
9, -0.272480
10, 0.412989
11, -0.434470
12, 1.228346
13, -0.904830
14, 1.382323
15, -0.942204
1, 0.107897
2, -2.118747
3, 1.640887
4, -0.218068
5, 0.685555
6, 0.141005
7, -1.302249
8, -0.328314
9, -0.275759
10, 0.413139
11, -0.434729
12, 1.227914
13, -0.903631
14, 1.380247
15, -0.945666
1, 0.099629
2, -2.107695
3, 1.639845
4, -0.225500
5, 0.695488
6, 0.140068
7, -1.309968
8, -0.317996
9, -0.276731
10, 0.402120
11, -0.420001
12, 1.226526
13, -0.910296
14, 1.389155
15, -0.946505
1, 0.103892
2, -2.108405
3, 1.639305
4, -0.223159
5, 0.695099
6, 0.139772
7, -1.309150
8, -0.318132
9, -0.276835
10, 0.408076
11, -0.420992
12, 1.225771
13, -0.909707
14, 1.389057
15, -0.946580
1, 0.104295
2, -2.110017
3, 1.638643
4, -0.222292
5, 0.691628
6, 0.138346
7, -1.308001
8, -0.322734
9, -0.278726
10, 0.408280
11, -0.421811
12, 1.225435
13, -0.908589
14, 1.384580
15, -0.948420
1, 0.101983
2, -2.117517
3, 1.644699
4, -0.224983
5, 0.682895
6, 0.145397
7, -1.311000
8, -0.332463
9, -0.270870
10, 0.406183
11, -0.428616
12, 1.230930
13, -0.911312
14, 1.375746
15, -0.941287
1, 0.106651
2, -2.118362
3, 1.644204
4, -0.222137
5, 0.682380
6, 0.145095
7, -1.309198
8, -0.332790
9, -0.271061
10, 0.413301
11, -0.429905
12, 1.230175
13, -0.910480
14, 1.375595
15, -0.941375
1, 0.107072
2, -2.117063
3, 1.641130
4, -0.221538
5, 0.684228
6, 0.140722
7, -1.308320
8, -0.330080
9, -0.277469
10, 0.413449
11, -0.429449
12, 1.229095
13, -0.909519
14, 1.378558
15, -0.948384
1, 0.098343
2, -2.106415
3, 1.640049
4, -0.229857
5, 0.694375
6, 0.139692
7, -1.315950
8, -0.320773
9, -0.278415
10, 0.402829
11, -0.416496
12, 1.227780
13, -0.915433
14, 1.385771
15, -0.949116
1, 0.102474
2, -2.107172
3, 1.639560
4, -0.227159
5, 0.693881
6, 0.139373
7, -1.314893
8, -0.320966
9, -0.278540
10, 0.409043
11, -0.417634
12, 1.227044
13, -0.915152
14, 1.385720
15, -0.949149
1, 0.103020
2, -2.108127
3, 1.638227
4, -0.226269
5, 0.692325
6, 0.137201
7, -1.313741
8, -0.322981
9, -0.281350
10, 0.409136
11, -0.417797
12, 1.226817
13, -0.913819
14, 1.383388
15, -0.952402
1, 0.100128
2, -2.117049
3, 1.645109
4, -0.228957
5, 0.684032
6, 0.143599
7, -1.316373
8, -0.331101
9, -0.275086
10, 0.406849
11, -0.424853
12, 1.232261
13, -0.917427
14, 1.372258
15, -0.943816
1, 0.105401
2, -2.118188
3, 1.644623
4, -0.225976
5, 0.683388
6, 0.143324
7, -1.313866
8, -0.331643
9, -0.275317
10, 0.414731
11, -0.426555
12, 1.231534
13, -0.916058
14, 1.371962
15, -0.943942
1, 0.105820
2, -2.117631
3, 1.642149
4, -0.225287
5, 0.684304
6, 0.139258
7, -1.312921
8, -0.330386
9, -0.280894
10, 0.414889
11, -0.426345
12, 1.230601
13, -0.915069
14, 1.373276
15, -0.949775
1, 0.102363
2, -2.120516
3, 1.646078
4, -0.229115
5, 0.681109
6, 0.143608
7, -1.316999
8, -0.333789
9, -0.276260
10, 0.411536
11, -0.429143
12, 1.234410
13, -0.918761
14, 1.370195
15, -0.945580
1, 0.106528
2, -2.120659
3, 1.645487
4, -0.226897
5, 0.681033
6, 0.143293
7, -1.316033
8, -0.333822
9, -0.276397
10, 0.417444
11, -0.429345
12, 1.233573
13, -0.918118
14, 1.370173
15, -0.945671
1, 0.106931
2, -2.121554
3, 1.644236
4, -0.226088
5, 0.679240
6, 0.140788
7, -1.314963
8, -0.336195
9, -0.279713
10, 0.417602
11, -0.429695
12, 1.233084
13, -0.917060
14, 1.367828
15, -0.948949
1, 0.101572
2, -2.121817
3, 1.647215
4, -0.230653
5, 0.679017
6, 0.143325
7, -1.319003
8, -0.336393
9, -0.277467
10, 0.412835
11, -0.429929
12, 1.235734
13, -0.922789
14, 1.367547
15, -0.945764
1, 0.106617
2, -2.123654
3, 1.646766
4, -0.227892
5, 0.678011
6, 0.143080
7, -1.317609
8, -0.336901
9, -0.277591
10, 0.419859
11, -0.432487
12, 1.235108
13, -0.921428
14, 1.367052
15, -0.945885
1, 0.107118
2, -2.124981
3, 1.645960
4, -0.226922
5, 0.675441
6, 0.141518
7, -1.316394
8, -0.340121
9, -0.279547
10, 0.419927
11, -0.432668
12, 1.234999
13, -0.920086
14, 1.363496
15, -0.948045
1, 0.100237
2, -2.115745
3, 1.645126
4, -0.234873
5, 0.686114
6, 0.140555
7, -1.324772
8, -0.328875
9, -0.280563
10, 0.410870
11, -0.420511
12, 1.233901
13, -0.924541
14, 1.369476
15, -0.948585
1, 0.105615
2, -2.118166
3, 1.644777
4, -0.231461
5, 0.684577
6, 0.140333
7, -1.322436
8, -0.329926
9, -0.280714
10, 0.418873
11, -0.424114
12, 1.233381
13, -0.923178
14, 1.368862
15, -0.948674
1, 0.106114
2, -2.119533
3, 1.643905
4, -0.230538
5, 0.682055
6, 0.138724
7, -1.321258
8, -0.333147
9, -0.282768
10, 0.418954
11, -0.424336
12, 1.233239
13, -0.921874
14, 1.365297
15, -0.950948
1, 0.100545
2, -2.113150
3, 1.644034
4, -0.237012
5, 0.689474
6, 0.138873
7, -1.328417
8, -0.324943
9, -0.282603
10, 0.411721
11, -0.416047
12, 1.233406
13, -0.926183
14, 1.370234
15, -0.950849
1, 0.105380
2, -2.115373
3, 1.643660
4, -0.233844
5, 0.688017
6, 0.138628
7, -1.326896
8, -0.325642
9, -0.282721
10, 0.418727
11, -0.419267
12, 1.232865
13, -0.925448
14, 1.369897
15, -0.950906
1, 0.105912
2, -2.113158
3, 1.640077
4, -0.233118
5, 0.691038
6, 0.133740
7, -1.326093
8, -0.322296
9, -0.288134
10, 0.418826
11, -0.418853
12, 1.232195
13, -0.924322
14, 1.374586
15, -0.958494
1, 0.100974
2, -2.114093
3, 1.643266
4, -0.238532
5, 0.690013
6, 0.137236
7, -1.330480
8, -0.323127
9, -0.285301
10, 0.415290
11, -0.419523
12, 1.234479
13, -0.928347
14, 1.373824
15, -0.955894
1, 0.104738
2, -2.113314
3, 1.642583
4, -0.236826
5, 0.690366
6, 0.136927
7, -1.329973
8, -0.323022
9, -0.285393
10, 0.420234
11, -0.418499
12, 1.233582
13, -0.927886
14, 1.373919
15, -0.955978
1, 0.105213
2, -2.114580
3, 1.641711
4, -0.235898
5, 0.687894
6, 0.135223
7, -1.328774
8, -0.326214
9, -0.287593
10, 0.420346
11, -0.418797
12, 1.233377
13, -0.926632
14, 1.370578
15, -0.958281
1, 0.100075
2, -2.108956
3, 1.642239
4, -0.241271
5, 0.693775
6, 0.135775
7, -1.335179
8, -0.319204
9, -0.286934
10, 0.413295
11, -0.411080
12, 1.234102
13, -0.931459
14, 1.375862
15, -0.957784
1, 0.104317
2, -2.109204
3, 1.641674
4, -0.238857
5, 0.693634
6, 0.135454
7, -1.334154
8, -0.319264
9, -0.287071
10, 0.419358
11, -0.411434
12, 1.233294
13, -0.931018
14, 1.375836
15, -0.957843
1, 0.104927
2, -2.110554
3, 1.640920
4, -0.237667
5, 0.690999
6, 0.133983
7, -1.332863
8, -0.322123
9, -0.288667
10, 0.419404
11, -0.411535
12, 1.233238
13, -0.929418
14, 1.372296
15, -0.959820
1, 0.099866
2, -2.109396
3, 1.643128
4, -0.243571
5, 0.692349
6, 0.136558
7, -1.338122
8, -0.320920
9, -0.286373
10, 0.415069
11, -0.410544
12, 1.235129
13, -0.933192
14, 1.373159
15, -0.958174
1, 0.103547
2, -2.108853
3, 1.642478
4, -0.241944
5, 0.692589
6, 0.136271
7, -1.337609
8, -0.320844
9, -0.286464
10, 0.420174
11, -0.409790
12, 1.234227
13, -0.932820
14, 1.373214
15, -0.958240
1, 0.103951
2, -2.110049
3, 1.641280
4, -0.241179
5, 0.690322
6, 0.134001
7, -1.336592
8, -0.323858
9, -0.289481
10, 0.420349
11, -0.410309
12, 1.233708
13, -0.931791
14, 1.370165
15, -0.961291
1, 0.099631
2, -2.115711
3, 1.646825
4, -0.245058
5, 0.685239
6, 0.138980
7, -1.339552
8, -0.327738
9, -0.285682
10, 0.417577
11, -0.413941
12, 1.237266
13, -0.936388
14, 1.364141
15, -0.955391
1, 0.105064
2, -2.117118
3, 1.646363
4, -0.241892
5, 0.684419
6, 0.138710
7, -1.336756
8, -0.328461
9, -0.285920
10, 0.425825
11, -0.416076
12, 1.236565
13, -0.935024
14, 1.363788
15, -0.955507
1, 0.105517
2, -2.117620
3, 1.644666
4, -0.241117
5, 0.683560
6, 0.135811
7, -1.335741
8, -0.329587
9, -0.289719
10, 0.425945
11, -0.416209
12, 1.236116
13, -0.933932
14, 1.362576
15, -0.959596
1, 0.097728
2, -2.116066
3, 1.647148
4, -0.247416
5, 0.684817
6, 0.137818
7, -1.338138
8, -0.329108
9, -0.288955
10, 0.423155
11, -0.415652
12, 1.237005
13, -0.939368
14, 1.363661
15, -0.957864
1, 0.102327
2, -2.116874
3, 1.646671
4, -0.244131
5, 0.684241
6, 0.137477
7, -1.335982
8, -0.329487
9, -0.289179
10, 0.430454
11, -0.416934
12, 1.236247
13, -0.939000
14, 1.363597
15, -0.957902
1, 0.102762
2, -2.118235
3, 1.645630
4, -0.243368
5, 0.681851
6, 0.135649
7, -1.334947
8, -0.332727
9, -0.291657
10, 0.430569
11, -0.417295
12, 1.235971
13, -0.937892
14, 1.360127
15, -0.960555
1, 0.098802
2, -2.118939
3, 1.648642
4, -0.247467
5, 0.681122
6, 0.138768
7, -1.339419
8, -0.333522
9, -0.288256
10, 0.426293
11, -0.418056
12, 1.239224
13, -0.942125
14, 1.359374
15, -0.957335
1, 0.102523
2, -2.118448
3, 1.648021
4, -0.245570
5, 0.681372
6, 0.138451
7, -1.338605
8, -0.333415
9, -0.288392
10, 0.431767
11, -0.417334
12, 1.238310
13, -0.941795
14, 1.359418
15, -0.957390
1, 0.102956
2, -2.119476
3, 1.646651
4, -0.244828
5, 0.679613
6, 0.136107
7, -1.337620
8, -0.335750
9, -0.291503
10, 0.431867
11, -0.417572
12, 1.237993
13, -0.940736
14, 1.356907
15, -0.960736
1, 0.098099
2, -2.118967
3, 1.649230
4, -0.250005
5, 0.680155
6, 0.138855
7, -1.342412
8, -0.335248
9, -0.288959
10, 0.427561
11, -0.417121
12, 1.240279
13, -0.945077
14, 1.357361
15, -0.958431
1, 0.103381
2, -2.120738
3, 1.648834
4, -0.246291
5, 0.678910
6, 0.138577
7, -1.339144
8, -0.336343
9, -0.289204
10, 0.436013
11, -0.419954
12, 1.239646
13, -0.944059
14, 1.357020
15, -0.958508
1, 0.103754
2, -2.119786
3, 1.646087
4, -0.245660
5, 0.680523
6, 0.133922
7, -1.338291
8, -0.334161
9, -0.295499
10, 0.436190
11, -0.419502
12, 1.238341
13, -0.943185
14, 1.359256
15, -0.964960
1, 0.101073
2, -2.128740
3, 1.653272
4, -0.248657
5, 0.670511
6, 0.141955
7, -1.340937
8, -0.343001
9, -0.288407
10, 0.434621
11, -0.424743
12, 1.242546
13, -0.946162
14, 1.349308
15, -0.956977
1, 0.105477
2, -2.129222
3, 1.652756
4, -0.245528
5, 0.670169
6, 0.141589
7, -1.338882
8, -0.343226
9, -0.288647
10, 0.441604
11, -0.425506
12, 1.241729
13, -0.945787
14, 1.349267
15, -0.957021
1, 0.105978
2, -2.130880
3, 1.652140
4, -0.244564
5, 0.666979
6, 0.140403
7, -1.337732
8, -0.347035
9, -0.290063
10, 0.441645
11, -0.425642
12, 1.241678
13, -0.944447
14, 1.344831
15, -0.958670
1, 0.101572
2, -2.130327
3, 1.654674
4, -0.249659
5, 0.667619
6, 0.143333
7, -1.342716
8, -0.346409
9, -0.287197
10, 0.437687
11, -0.425145
12, 1.243954
13, -0.948376
14, 1.345325
15, -0.956410
1, 0.106111
2, -2.130337
3, 1.654071
4, -0.247280
5, 0.667613
6, 0.143017
7, -1.340887
8, -0.346414
9, -0.287440
10, 0.444542
11, -0.425162
12, 1.243044
13, -0.947495
14, 1.345323
15, -0.956527
1, 0.106558
2, -2.128765
3, 1.650888
4, -0.246613
5, 0.669959
6, 0.138267
7, -1.340053
8, -0.343482
9, -0.293377
10, 0.444638
11, -0.424825
12, 1.242363
13, -0.946512
14, 1.348782
15, -0.963532
1, 0.102174
2, -2.123673
3, 1.651582
4, -0.251256
5, 0.675352
6, 0.139002
7, -1.346053
8, -0.336514
9, -0.292427
10, 0.438219
11, -0.417370
12, 1.243379
13, -0.951189
14, 1.354214
15, -0.962792
1, 0.107039
2, -2.124496
3, 1.651071
4, -0.248153
5, 0.674827
6, 0.138677
7, -1.343776
8, -0.336899
9, -0.292666
10, 0.445620
11, -0.418622
12, 1.242603
13, -0.950367
14, 1.354075
15, -0.962878
1, 0.107412
2, -2.123235
3, 1.648183
4, -0.247523
5, 0.676958
6, 0.133795
7, -1.342929
8, -0.334031
9, -0.299235
10, 0.445804
11, -0.418003
12, 1.241184
13, -0.949492
14, 1.357037
15, -0.969662
1, 0.100593
2, -2.115774
3, 1.648216
4, -0.253505
5, 0.683504
6, 0.133823
7, -1.349399
8, -0.326950
9, -0.299204
10, 0.437145
11, -0.408528
12, 1.241225
13, -0.955989
14, 1.364146
15, -0.969631
1, 0.105058
2, -2.116486
3, 1.647587
4, -0.251551
5, 0.683192
6, 0.133548
7, -1.348791
8, -0.327047
9, -0.299290
10, 0.442751
11, -0.409422
12, 1.240436
13, -0.955090
14, 1.364003
15, -0.969757
1, 0.105453
2, -2.117408
3, 1.646257
4, -0.250843
5, 0.681539
6, 0.131163
7, -1.347811
8, -0.329336
9, -0.302593
10, 0.442944
11, -0.409873
12, 1.239786
13, -0.954064
14, 1.361608
15, -0.973212
1, 0.101792
2, -2.122377
3, 1.651376
4, -0.254746
5, 0.676242
6, 0.136621
7, -1.351341
8, -0.334128
9, -0.297657
10, 0.440238
11, -0.413544
12, 1.243568
13, -0.957823
14, 1.356506
15, -0.967956
1, 0.106625
2, -2.123148
3, 1.650780
4, -0.252675
5, 0.675911
6, 0.136366
7, -1.350356
8, -0.334285
9, -0.297778
10, 0.446753
11, -0.414584
12, 1.242766
13, -0.956425
14, 1.356283
15, -0.968128
1, 0.107011
2, -2.125588
3, 1.650866
4, -0.251824
5, 0.670530
6, 0.136555
7, -1.349259
8, -0.341219
9, -0.297534
10, 0.446840
11, -0.415134
12, 1.242785
13, -0.955290
14, 1.349103
15, -0.967875
1, 0.101728
2, -2.124635
3, 1.653333
4, -0.256610
5, 0.671394
6, 0.138790
7, -1.353828
8, -0.340394
9, -0.295400
10, 0.441670
11, -0.414201
12, 1.245200
13, -0.960794
14, 1.350096
15, -0.965305
1, 0.105326
2, -2.124516
3, 1.652700
4, -0.254797
5, 0.671454
6, 0.138472
7, -1.353234
8, -0.340375
9, -0.295505
10, 0.446835
11, -0.414030
12, 1.244291
13, -0.960499
14, 1.350106
15, -0.965357
1, 0.105768
2, -2.122882
3, 1.649537
4, -0.254080
5, 0.674107
6, 0.133335
7, -1.352385
8, -0.337236
9, -0.301580
10, 0.446935
11, -0.413661
12, 1.243578
13, -0.959547
14, 1.353629
15, -0.972176
1, 0.099093
2, -2.122947
3, 1.652722
4, -0.259472
5, 0.674055
6, 0.135909
7, -1.355562
8, -0.337267
9, -0.300065
10, 0.443096
11, -0.413699
12, 1.245410
13, -0.965581
14, 1.353570
15, -0.969296
1, 0.104578
2, -2.123965
3, 1.652214
4, -0.256075
5, 0.673424
6, 0.135594
7, -1.352132
8, -0.337904
9, -0.300383
10, 0.451429
11, -0.415246
12, 1.244637
13, -0.964287
14, 1.353330
15, -0.969416
1, 0.104945
2, -2.122087
3, 1.649032
4, -0.255422
5, 0.676769
6, 0.129927
7, -1.351303
8, -0.333656
9, -0.307579
10, 0.451589
11, -0.414425
12, 1.243246
13, -0.963465
14, 1.357542
15, -0.976552
1, 0.101473
2, -2.127537
3, 1.654305
4, -0.258602
5, 0.671778
6, 0.134756
7, -1.354577
8, -0.338795
9, -0.302606
10, 0.448343
11, -0.419519
12, 1.248176
13, -0.967727
14, 1.350852
15, -0.970078
1, 0.105887
2, -2.127371
3, 1.653674
4, -0.256110
5, 0.671871
6, 0.134400
7, -1.353158
8, -0.338742
9, -0.302809
10, 0.454573
11, -0.419286
12, 1.247284
13, -0.967063
14, 1.350877
15, -0.970173
1, 0.106229
2, -2.129511
3, 1.653573
4, -0.255317
5, 0.666902
6, 0.134166
7, -1.352120
8, -0.345249
9, -0.303115
10, 0.454728
11, -0.420259
12, 1.247238
13, -0.966024
14, 1.344369
15, -0.970479
1, 0.100556
2, -2.132219
3, 1.657969
4, -0.259572
5, 0.664872
6, 0.137463
7, -1.355021
8, -0.346634
9, -0.300866
10, 0.451034
11, -0.422023
12, 1.250101
13, -0.972230
14, 1.341407
15, -0.965670
1, 0.104934
2, -2.133027
3, 1.657371
4, -0.257246
5, 0.664442
6, 0.137146
7, -1.354124
8, -0.346800
9, -0.300988
10, 0.456870
11, -0.423100
12, 1.249305
13, -0.971474
14, 1.341268
15, -0.965773
1, 0.105499
2, -2.132727
3, 1.655271
4, -0.256292
5, 0.664949
6, 0.133602
7, -1.353148
8, -0.346281
9, -0.304614
10, 0.456922
11, -0.423072
12, 1.249111
13, -0.970153
14, 1.341970
15, -0.970685
1, 0.100416
2, -2.128555
3, 1.656483
4, -0.260773
5, 0.668626
6, 0.134670
7, -1.358467
8, -0.341917
9, -0.303346
10, 0.450443
11, -0.417755
12, 1.250656
13, -0.975909
14, 1.346694
15, -0.969313
1, 0.105096
2, -2.128541
3, 1.655880
4, -0.257939
5, 0.668634
6, 0.134305
7, -1.356390
8, -0.341911
9, -0.303614
10, 0.457389
11, -0.417735
12, 1.249761
13, -0.975219
14, 1.346696
15, -0.969402
1, 0.105623
2, -2.130102
3, 1.655163
4, -0.256973
5, 0.665775
6, 0.132992
7, -1.355266
8, -0.345235
9, -0.305141
10, 0.457442
11, -0.417890
12, 1.249690
13, -0.973827
14, 1.342577
15, -0.971294
1, 0.103348
2, -2.132267
3, 1.658532
4, -0.259685
5, 0.663195
6, 0.137007
7, -1.358966
8, -0.348755
9, -0.299663
10, 0.454064
11, -0.421103
12, 1.254690
13, -0.976825
14, 1.339725
15, -0.966855
1, 0.107835
2, -2.132720
3, 1.657943
4, -0.257190
5, 0.662943
6, 0.136679
7, -1.357557
8, -0.348897
9, -0.299848
10, 0.460568
11, -0.421760
12, 1.253835
13, -0.976005
14, 1.339642
15, -0.966963
1, 0.108218
2, -2.132660
3, 1.655849
4, -0.256548
5, 0.663044
6, 0.133170
7, -1.356692
8, -0.348761
9, -0.304573
10, 0.460701
11, -0.421739
12, 1.253107
13, -0.975073
14, 1.339789
15, -0.972059
1, 0.105233
2, -2.132627
3, 1.658436
4, -0.259899
5, 0.663080
6, 0.136074
7, -1.361103
8, -0.348713
9, -0.300752
10, 0.456514
11, -0.421693
12, 1.256734
13, -0.978737
14, 1.339828
15, -0.968885
1, 0.108661
2, -2.132061
3, 1.657601
4, -0.258571
5, 0.663300
6, 0.135751
7, -1.360893
8, -0.348679
9, -0.300803
10, 0.460494
11, -0.421036
12, 1.255766
13, -0.978450
14, 1.339876
15, -0.968955
1, 0.109063
2, -2.132111
3, 1.655801
4, -0.257765
5, 0.663200
6, 0.132139
7, -1.359916
8, -0.348800
9, -0.305175
10, 0.460598
11, -0.421049
12, 1.255304
13, -0.977471
14, 1.339754
15, -0.973340
1, 0.103939
2, -2.133565
3, 1.659491
4, -0.261866
5, 0.662036
6, 0.135093
7, -1.363610
8, -0.349848
9, -0.302515
10, 0.456109
11, -0.422322
12, 1.258537
13, -0.983408
14, 1.338070
15, -0.969064
1, 0.107382
2, -2.132584
3, 1.658817
4, -0.260063
5, 0.662550
6, 0.134741
7, -1.362820
8, -0.349623
9, -0.302669
10, 0.461129
11, -0.420892
12, 1.257555
13, -0.983187
14, 1.338133
15, -0.969108
1, 0.107820
2, -2.133850
3, 1.657728
4, -0.259276
5, 0.660271
6, 0.132781
7, -1.361838
8, -0.352467
9, -0.305115
10, 0.461201
11, -0.421103
12, 1.257374
13, -0.982078
14, 1.334921
15, -0.971870
1, 0.105028
2, -2.142815
3, 1.665123
4, -0.262132
5, 0.651100
6, 0.140346
7, -1.364420
8, -0.360757
9, -0.298276
10, 0.459423
11, -0.426812
12, 1.262084
13, -0.985468
14, 1.324037
15, -0.962892
1, 0.108638
2, -2.142215
3, 1.664471
4, -0.260273
5, 0.651409
6, 0.140010
7, -1.363336
8, -0.360577
9, -0.298472
10, 0.465041
11, -0.425879
12, 1.261068
13, -0.985117
14, 1.324095
15, -0.962955
1, 0.109048
2, -2.142679
3, 1.662807
4, -0.259478
5, 0.650510
6, 0.136787
7, -1.362416
8, -0.361619
9, -0.302206
10, 0.465093
11, -0.425938
12, 1.260855
13, -0.984130
14, 1.322978
15, -0.966958
1, 0.106918
2, -2.142595
3, 1.665105
4, -0.262475
5, 0.650629
6, 0.140018
7, -1.366499
8, -0.361457
9, -0.297802
10, 0.461450
11, -0.425794
12, 1.264785
13, -0.986908
14, 1.323088
15, -0.963962
1, 0.110732
2, -2.142238
3, 1.664425
4, -0.260832
5, 0.650782
6, 0.139726
7, -1.365659
8, -0.361379
9, -0.297951
10, 0.467063
11, -0.425269
12, 1.263785
13, -0.986208
14, 1.323154
15, -0.964086
1, 0.111107
2, -2.141910
3, 1.662112
4, -0.260150
5, 0.651382
6, 0.135508
7, -1.364831
8, -0.360651
9, -0.303071
10, 0.467143
11, -0.425198
12, 1.263287
13, -0.985337
14, 1.323919
15, -0.969470
1, 0.101052
2, -2.129589
3, 1.660428
4, -0.269203
5, 0.662475
6, 0.133992
7, -1.373137
8, -0.350472
9, -0.304462
10, 0.454684
11, -0.409930
12, 1.261200
13, -0.991938
14, 1.332007
15, -0.970576
1, 0.106550
2, -2.131425
3, 1.660017
4, -0.265827
5, 0.661348
6, 0.133740
7, -1.368952
8, -0.351869
9, -0.304775
10, 0.463818
11, -0.412980
12, 1.260517
13, -0.990451
14, 1.331510
15, -0.970687
1, 0.106907
2, -2.131462
3, 1.657921
4, -0.265159
5, 0.661279
6, 0.129808
7, -1.368129
8, -0.351954
9, -0.309617
10, 0.463932
11, -0.412992
12, 1.259848
13, -0.989610
14, 1.331424
15, -0.975632
1, 0.101888
2, -2.132916
3, 1.661582
4, -0.270467
5, 0.659740
6, 0.133681
7, -1.372209
8, -0.353137
9, -0.306640
10, 0.460746
11, -0.413915
12, 1.262172
13, -0.994024
14, 1.330145
15, -0.972413
1, 0.106570
2, -2.133099
3, 1.660970
4, -0.268173
5, 0.659651
6, 0.133381
7, -1.370211
8, -0.353215
9, -0.306901
10, 0.467916
11, -0.414195
12, 1.261234
13, -0.993028
14, 1.330106
15, -0.972543
1, 0.107039
2, -2.132493
3, 1.658294
4, -0.267476
5, 0.660550
6, 0.129412
7, -1.369388
8, -0.352152
9, -0.311590
10, 0.467983
11, -0.414108
12, 1.260852
13, -0.991992
14, 1.331444
15, -0.978447
1, 0.102118
2, -2.135976
3, 1.663023
4, -0.271571
5, 0.657651
6, 0.133348
7, -1.372617
8, -0.354438
9, -0.308487
10, 0.464498
11, -0.416575
12, 1.264200
13, -0.997497
14, 1.327546
15, -0.973156
1, 0.105609
2, -2.135138
3, 1.662333
4, -0.270016
5, 0.658025
6, 0.133040
7, -1.371822
8, -0.354247
9, -0.308644
10, 0.469645
11, -0.415340
12, 1.263182
13, -0.997141
14, 1.327632
15, -0.973227
1, 0.105925
2, -2.135775
3, 1.660736
4, -0.269353
5, 0.656690
6, 0.129691
7, -1.371006
8, -0.355890
9, -0.312766
10, 0.469800
11, -0.415652
12, 1.262398
13, -0.996331
14, 1.326001
15, -0.977320
1, 0.099310
2, -2.135921
3, 1.664057
4, -0.274851
5, 0.656569
6, 0.132452
7, -1.374223
8, -0.355961
9, -0.311151
10, 0.466280
11, -0.415730
12, 1.264166
13, -1.002346
14, 1.325868
15, -0.974300
1, 0.103627
2, -2.135927
3, 1.663404
4, -0.272936
5, 0.656566
6, 0.132163
7, -1.373011
8, -0.355962
9, -0.311334
10, 0.472601
11, -0.415738
12, 1.263210
13, -1.001421
14, 1.325867
15, -0.974440
1, 0.104003
2, -2.136786
3, 1.662025
4, -0.272179
5, 0.654839
6, 0.129390
7, -1.372113
8, -0.358010
9, -0.314621
10, 0.472681
11, -0.415920
12, 1.262918
13, -1.000493
14, 1.323749
15, -0.977840
1, 0.100224
2, -2.132425
3, 1.662946
4, -0.276474
5, 0.659795
6, 0.130436
7, -1.377800
8, -0.351448
9, -0.313235
10, 0.466941
11, -0.409297
12, 1.264316
13, -1.004617
14, 1.328507
15, -0.976835
1, 0.104366
2, -2.132283
3, 1.662313
4, -0.274489
5, 0.659863
6, 0.130133
7, -1.376386
8, -0.351400
9, -0.313451
10, 0.473309
11, -0.409078
12, 1.263343
13, -1.003995
14, 1.328529
15, -0.976930
1, 0.104937
2, -2.129900
3, 1.658405
